Country,Urbanname,Year,Quarter,Month,  Ridership  ,ReferencePeriod,,,,,,,,,
China,Guiyang,2018,,August,"620,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Guiyang,2018,,September,"620,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Guiyang,2018,,October,"620,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Guiyang,2018,,November,"620,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Guiyang,2018,,December,"620,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Guiyang,2019,,January,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,50640000 annual,,,,,,,
China,Guiyang,2019,,February,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,March,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,April,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,May,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,June,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,July,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,August,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,September,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,October,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,November,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Guiyang,2019,,December,"4,220,000",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2017,,June,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,40363000 annual,,,,,,,
China,Shijiazhuang,2017,,July,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,,,,,,,,
China,Shijiazhuang,2017,,August,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,,,,,,,,
China,Shijiazhuang,2017,,September,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,,,,,,,,
China,Shijiazhuang,2017,,October,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,,,,,,,,
China,Shijiazhuang,2017,,November,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,,,,,,,,
China,Shijiazhuang,2017,,December,"5,766,143",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,,,,,,,,
China,Shijiazhuang,2018,,January,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,87602000 annual,,,,,,,
China,Shijiazhuang,2018,,February,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,March,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,April,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,May,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,June,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,July,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,August,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,September,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,October,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,November,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2018,,December,"7,300,167",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,,,,,,,,
China,Shijiazhuang,2019,,January,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104, 95660000 annual ,,,,,,,
China,Shijiazhuang,2019,,February,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,March,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,April,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,May,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,June,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,July,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,August,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,September,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,October,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,November,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Shijiazhuang,2019,,December,"7,971,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,,,,,,,,
China,Qingdao,2015,,December,"540,000",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,540000 annual,,,,,,
China,Qingdao,2016,,January,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,1123000 annual,,,,,,
China,Qingdao,2016,,February,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,March,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,April,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,May,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,June,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,July,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,August,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,September,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,October,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,November,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2016,,December,"93,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Qingdao,2017,,January,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,65732000 annual,,,,,,
China,Qingdao,2017,,February,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,March,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,April,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,May,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,June,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,July,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,August,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,September,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,October,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,November,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2017,,December,"5,477,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,Qingdao,2018,,January,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,153883000 annual,,,,,,
China,Qingdao,2018,,February,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,March,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,April,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,May,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,June,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,July,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,August,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,September,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,October,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,November,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2018,,December,"12,823,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,Qingdao,2019,,January,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,187510000 annual,,,,,,
China,Qingdao,2019,,February,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,March,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,April,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,May,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,June,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,July,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,August,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,September,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,October,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,November,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Qingdao,2019,,December,"15,625,833",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2013,,December,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1050,China Association of Metros,,,,,,,
China,zhengzhou,2014,,January,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,68510000 annual,,,,,,
China,zhengzhou,2014,,February,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,March,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,April,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,May,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,June,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,July,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,August,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,September,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,October,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,November,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2014,,December,"5,709,166",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1049,China Association of Metros,,,,,,,
China,zhengzhou,2015,,January,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,88100000 annual,,,,,,
China,zhengzhou,2015,,February,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,March,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,April,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,May,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,June,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,July,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,August,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,September,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,October,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,November,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2015,,December,"7,341,666",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,,,,,,,
China,zhengzhou,2016,,January,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,123757000 annual,,,,,,
China,zhengzhou,2016,,February,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,March,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,April,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,May,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,June,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,July,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,August,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,September,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,October,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,November,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2016,,December,"10,313,083",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,zhengzhou,2017,,January,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,252297000 annual,,,,,,
China,zhengzhou,2017,,February,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,March,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,April,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,May,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,June,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,July,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,August,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,September,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,October,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,November,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2017,,December,"21,024,750",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=13532,China Association of Metros,,,,,,,
China,zhengzhou,2018,,January,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,293407000 annual,,,,,,
China,zhengzhou,2018,,February,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,March,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,April,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,May,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,June,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,July,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,August,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,September,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,October,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,November,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2018,,December,"24,450,583",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=16219,China Association of Metros,,,,,,,
China,zhengzhou,2019,,January,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,411200000 annual,,,,,,
China,zhengzhou,2019,,February,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,March,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,April,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,May,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,June,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,July,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,August,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,September,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,October,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,November,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,zhengzhou,2019,,December,"34,266,666",monthly,https://en.wikipedia.org/wiki/List_of_metro_systems#cite_note-China2019-104,China Association of Metros,,,,,,,
China,Nanchang,2015,,December,"1,400,000",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1048,China Association of Metros,1400000 annual 2015,,,,,,
China,Nanchang,2016,,January,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,78881000 annual 2016,,,,,,
China,Nanchang,2016,,February,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,March,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,April,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,May,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,June,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,July,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,August,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
China,Nanchang,2016,,September,"6,573,416",monthly,http://www.camet.org.cn/index.php?m=content&c=index&a=show&catid=18&id=1047,China Association of Metros,,,,,,,
