Country,Urbanname,Year,Quarter,Month,  Ridership  ,ReferencePeriod,,,,,,,,,
Chile,Valparaiso,2005,,,"1,718,222",Yearly,,,,,,,,,
Chile,Valparaiso,2006,,,"7,947,049",Yearly,,,,,,,,,
Chile,Valparaiso,2007,,,"11,350,000",Yearly,,,,,,,,,
Chile,Valparaiso,2008,,,"12,590,000",Yearly,,,,,,,,,
Chile,Valparaiso,2009,,,"13,710,000",Yearly,,,,,,,,,
Chile,Valparaiso,2010,,,"14,030,000",Yearly,,,,,,,,,
Chile,Valparaiso,2011,,,"17,220,000",Yearly,,,,,,,,,
Chile,Valparaiso,2012,,,"18,900,000",Yearly,,,,,,,,,
Chile,Valparaiso,2013,,,"20,210,000",Yearly,,,,,,,,,
Chile,Valparaiso,2014,,,"20,570,000",Yearly,,,,,,,,,
Chile,Valparaiso,2015,,,"19,310,000",Yearly,,,,,,,,,
Chile,Valparaiso,2005,,November,"201,165",Monthly,,,,,,,,,
Chile,Valparaiso,2005,,December,"620,245",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,January,"471,747",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,February,"507,327",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,March,"537,702",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,April,"532,705",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,May,"604,230",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,June,"579,380",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,July,"666,702",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,August,"759,376",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,September,"760,539",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,October,"841,603",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,November,"842,469",Monthly,,,,,,,,,
Chile,Valparaiso,2006,,December,"843,269",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,January,"970,134",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,February,"785,144",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,March,"949,672",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,April,"961,719",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,May,"982,656",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,June,"922,944",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,July,"896,796",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,August,"968,165",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,September,"885,651",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,October,"1,037,143",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,November,"999,246",Monthly,,,,,,,,,
Chile,Valparaiso,2007,,December,"972,792",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,January,"959,775",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,February,"847,939",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,March,"952,175",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,April,"1,009,261",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,May,"998,776",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,June,"923,427",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,July,"1,082,209",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,August,"1,082,937",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,September,"1,130,926",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,October,"1,249,774",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,November,"1,174,333",Monthly,,,,,,,,,
Chile,Valparaiso,2008,,December,"1,175,187",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,January,"1,123,831",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,February,"967,170",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,March,"1,209,242",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,April,"1,211,625",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,May,"1,167,256",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,June,"1,096,211",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,July,"1,119,311",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,August,"1,177,533",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,September,"1,137,687",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,October,"1,191,052",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,November,"1,164,150",Monthly,,,,,,,,,
Chile,Valparaiso,2009,,December,"1,146,122",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,February,"1,456,804",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,March,"1,705,340",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,April,"1,538,513",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,May,"1,470,996",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,June,"1,318,821",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,July,"1,373,700",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,August,"1,366,430",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,September,"1,624,475",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,October,"1,731,317",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,November,"1,561,671",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2009,,December,"1,460,296",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,January,"1,348,405",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,February,"1,896,714",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,March,"2,088,321",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,April,"1,906,121",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,May,"1,993,344",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,June,"1,797,148",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,July,"1,868,804",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,August,"1,891,643",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,September,"2,197,115",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,October,"2,332,384",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,November,"2,265,307",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2010,,December,"2,006,697",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,January,"1,760,905",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,February,"2,333,929",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,March,"2,796,264",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,April,"2,188,432",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,May,"2,646,210",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,June,"2,294,628",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,July,"2,169,493",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,August,"2,214,354",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,September,"2,607,376",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,October,"2,710,675",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,November,"2,785,466",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2011,,December,"2,378,561",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,January,"2,215,365",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,February,"2,737,875",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,March,"3,018,703",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,April,"2,492,514",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,May,"2,730,787",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,June,"2,426,732",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,July,"2,390,872",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,August,"2,309,324",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,September,"2,656,601",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,October,"2,826,376",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,November,"2,696,475",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2012,,December,"2,354,891",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,January,"2,401,861",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,February,"2,595,224",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,March,"2,729,283",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,April,"4,901,756",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,May,"4,489,405",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,June,"4,161,698",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,July,"4,441,673",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,August,"4,576,843",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,September,"4,769,687",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,October,"5,310,039",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,November,"5,078,067",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2013,,December,"4,429,932",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,January,"4,657,276",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,February,"5,013,423",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,March,"5,610,876",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,April,"4,946,482",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,May,"5,186,767",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,June,"4,614,457",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,July,"4,919,118",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,August,"4,752,130",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,September,"5,506,949",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,October,"5,993,330",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,November,"5,210,181",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2014,,December,"4,820,473",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,January,"4,422,549",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,February,"5,343,779",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,March,"6,007,840",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,April,"5,238,629",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,May,"5,499,196",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,June,"5,348,289",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,July,"5,504,599",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,August,"5,261,777",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,September,"5,936,036",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,October,"6,333,030",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,November,"5,841,966",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2015,,December,"5,498,402",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,January,"4,936,017",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,February,"6,245,976",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,March,"6,349,429",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,April,"6,408,150",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,May,"5,886,963",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,June,"6,189,282",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,July,"5,987,890",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,August,"5,967,092",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,September,"6,601,361",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,October,"6,513,040",Monthly,,,,,,,,,
Dominican Republic,Santo Domingo,2016,,November,"6,921,596",Monthly,,,,,,,,,
Okinawa,Naha,2003,,August,"1,025,000",Monthly,,,,,,,,,
Okinawa,Naha,2003,,September,"1,007,000",Monthly,,,,,,,,,
Okinawa,Naha,2003,,October,"1,043,000",Monthly,,,,,,,,,
Okinawa,Naha,2003,,November,"907,100",Monthly,,,,,,,,,
Okinawa,Naha,2003,,December,"905,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,January,"853,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,February,"815,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,March,"942,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,April,"874,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,May,"898,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,June,"851,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,July,"957,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,August,"1,019,000",Monthly,,,,,,,,,
Okinawa,Naha,2004,,September,"925,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,October,"1,053,000",Monthly,,,,,,,,,
Okinawa,Naha,2004,,November,"945,100",Monthly,,,,,,,,,
Okinawa,Naha,2004,,December,"1,016,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,January,"984,100",Monthly,,,,,,,,,
Okinawa,Naha,2005,,February,"937,100",Monthly,,,,,,,,,
Okinawa,Naha,2005,,March,"1,173,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,April,"1,047,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,May,"1,056,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,June,"1,015,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,July,"1,099,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,August,"1,183,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,September,"1,113,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,October,"1,203,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,November,"1,075,000",Monthly,,,,,,,,,
Okinawa,Naha,2005,,December,"1,097,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,January,"1,042,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,February,"997,100",Monthly,,,,,,,,,
Okinawa,Naha,2006,,March,"1,191,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,April,"1,074,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,May,"1,095,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,June,"1,049,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,July,"1,123,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,August,"1,208,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,September,"1,136,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,October,"1,283,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,November,"1,123,000",Monthly,,,,,,,,,
Okinawa,Naha,2006,,December,"1,151,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,January,"1,111,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,February,"1,072,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,March,"1,224,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,April,"1,117,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,May,"1,117,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,June,"1,078,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,July,"1,098,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,August,"1,221,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,September,"1,184,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,October,"1,214,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,November,"1,130,000",Monthly,,,,,,,,,
Okinawa,Naha,2007,,December,"1,166,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,January,"1,129,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,February,"1,100,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,March,"1,211,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,April,"1,108,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,May,"1,107,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,June,"1,067,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,July,"1,178,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,August,"1,246,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,September,"1,188,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,October,"1,293,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,November,"1,091,000",Monthly,,,,,,,,,
Okinawa,Naha,2008,,December,"1,154,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,January,"1,080,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,February,"1,021,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,March,"1,171,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,April,"1,065,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,May,"1,074,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,June,"1,035,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,July,"1,109,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,August,"1,143,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,September,"1,059,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,October,"1,130,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,November,"1,020,000",Monthly,,,,,,,,,
Okinawa,Naha,2009,,December,"1,089,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,January,"1,029,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,February,"983,100",Monthly,,,,,,,,,
Okinawa,Naha,2010,,March,"1,136,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,April,"1,069,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,May,"1,075,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,June,"1,050,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,July,"1,115,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,August,"1,156,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,September,"1,097,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,October,"1,159,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,November,"1,051,000",Monthly,,,,,,,,,
Okinawa,Naha,2010,,December,"1,078,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,January,"1,045,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,February,"1,003,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,March,"1,076,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,April,"998,100",Monthly,,,,,,,,,
Okinawa,Naha,2011,,May,"1,015,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,June,"1,016,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,July,"1,115,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,August,"1,190,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,September,"1,118,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,October,"1,288,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,November,"1,117,000",Monthly,,,,,,,,,
Okinawa,Naha,2011,,December,"1,163,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,January,"1,092,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,February,"1,086,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,March,"1,194,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,April,"1,108,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,May,"1,134,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,June,"1,091,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,July,"1,193,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,August,"1,188,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,September,"1,134,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,October,"1,345,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,November,"1,209,000",Monthly,,,,,,,,,
Okinawa,Naha,2012,,December,"1,212,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,January,"1,172,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,February,"1,164,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,March,"1,278,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,April,"1,212,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,May,"1,208,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,June,"1,171,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,July,"1,268,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,August,"1,320,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,September,"1,258,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,October,"1,314,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,November,"1,240,000",Monthly,,,,,,,,,
Okinawa,Naha,2013,,December,"1,233,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,January,"1,189,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,February,"1,163,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,March,"1,327,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,April,"1,108,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,May,"1,228,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,June,"1,213,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,July,"1,259,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,August,"1,333,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,September,"1,250,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,October,"1,290,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,November,"1,242,000",Monthly,,,,,,,,,
Okinawa,Naha,2014,,December,"1,271,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,January,"1,225,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,February,"1,193,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,March,"1,350,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,April,"1,288,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,May,"1,296,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,June,"1,277,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,July,"1,332,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,August,"1,379,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,September,"1,361,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,October,"1,468,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,November,"1,324,000",Monthly,,,,,,,,,
Okinawa,Naha,2015,,December,"1,388,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,January,"1,330,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,February,"1,312,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,March,"1,400,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,April,"1,362,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,May,"1,380,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,June,"1,384,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,July,"1,466,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,August,"1,501,000",Monthly,,,,,,,,,
Okinawa,Naha,2016,,September,"1,427,000",Monthly,,,,,,,,,
India,Delhi,2002,,December,"2,465,370",Monthly,,,,,,,,,
India,Delhi,2003,,January,"2,561,880",Monthly,,,,,,,,,
India,Delhi,2003,,February,"2,658,390",Monthly,,,,,,,,,
India,Delhi,2003,,March,"2,754,900",Monthly,,,,,,,,,
India,Delhi,2003,,April,"2,851,410",Monthly,,,,,,,,,
India,Delhi,2003,,May,"2,947,920",Monthly,,,,,,,,,
India,Delhi,2003,,June,"3,044,430",Monthly,,,,,,,,,
India,Delhi,2003,,July,"3,140,940",Monthly,,,,,,,,,
India,Delhi,2003,,August,"3,237,450",Monthly,,,,,,,,,
India,Delhi,2003,,September,"3,333,960",Monthly,,,,,,,,,
India,Delhi,2003,,October,"3,430,470",Monthly,,,,,,,,,
India,Delhi,2003,,November,"3,526,980",Monthly,,,,,,,,,
India,Delhi,2003,,December,"3,623,490",Monthly,,,,,,,,,
India,Delhi,2004,,January,"3,720,000",Monthly,,,,,,,,,
India,Delhi,2004,,February,"4,080,000",Monthly,,,,,,,,,
India,Delhi,2004,,March,"4,440,000",Monthly,,,,,,,,,
India,Delhi,2004,,April,"4,800,000",Monthly,,,,,,,,,
India,Delhi,2004,,May,"5,160,000",Monthly,,,,,,,,,
India,Delhi,2004,,June,"5,520,000",Monthly,,,,,,,,,
India,Delhi,2004,,July,"5,880,000",Monthly,,,,,,,,,
India,Delhi,2004,,August,"6,240,000",Monthly,,,,,,,,,
India,Delhi,2004,,September,"6,600,000",Monthly,,,,,,,,,
India,Delhi,2004,,October,"6,960,000",Monthly,,,,,,,,,
India,Delhi,2004,,November,"7,320,000",Monthly,,,,,,,,,
India,Delhi,2004,,December,"7,680,000",Monthly,,,,,,,,,
India,Delhi,2005,,January,"8,040,000",Monthly,,,,,,,,,
India,Delhi,2005,,February,"8,580,000",Monthly,,,,,,,,,
India,Delhi,2005,,March,"9,120,000",Monthly,,,,,,,,,
India,Delhi,2005,,April,"9,660,000",Monthly,,,,,,,,,
India,Delhi,2005,,May,"10,200,000",Monthly,,,,,,,,,
India,Delhi,2005,,June,"10,740,000",Monthly,,,,,,,,,
India,Delhi,2005,,July,"11,280,000",Monthly,,,,,,,,,
India,Delhi,2005,,August,"11,820,000",Monthly,,,,,,,,,
India,Delhi,2005,,September,"12,360,000",Monthly,,,,,,,,,
India,Delhi,2005,,October,"12,900,000",Monthly,,,,,,,,,
India,Delhi,2005,,November,"13,440,000",Monthly,,,,,,,,,
India,Delhi,2005,,December,"13,980,000",Monthly,,,,,,,,,
India,Delhi,2006,,January,"14,520,000",Monthly,,,,,,,,,
India,Delhi,2006,,February,"14,872,500",Monthly,,,,,,,,,
India,Delhi,2006,,March,"15,225,000",Monthly,,,,,,,,,
India,Delhi,2006,,April,"15,577,500",Monthly,,,,,,,,,
India,Delhi,2006,,May,"15,930,000",Monthly,,,,,,,,,
India,Delhi,2006,,June,"16,282,500",Monthly,,,,,,,,,
India,Delhi,2006,,July,"16,635,000",Monthly,,,,,,,,,
India,Delhi,2006,,August,"16,987,500",Monthly,,,,,,,,,
India,Delhi,2006,,September,"17,340,000",Monthly,,,,,,,,,
India,Delhi,2006,,October,"17,692,500",Monthly,,,,,,,,,
India,Delhi,2006,,November,"18,045,000",Monthly,,,,,,,,,
India,Delhi,2006,,December,"18,397,500",Monthly,,,,,,,,,
India,Delhi,2007,,January,"18,750,000",Monthly,,,,,,,,,
India,Delhi,2007,,February,"18,992,500",Monthly,,,,,,,,,
India,Delhi,2007,,March,"19,235,000",Monthly,,,,,,,,,
India,Delhi,2007,,April,"19,477,500",Monthly,,,,,,,,,
India,Delhi,2007,,May,"19,720,000",Monthly,,,,,,,,,
