Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
EurHI,France,Brest,24,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Caen,23,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Cayenne,27,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Chambery,26,2008,"0 urban background, 2 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Clermont-Ferrand,19,2008,"1 urban background, 2 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Dijon,19,2008,"1 urban background, 2 suburban background, 0 urban traffic, and 0 traffic suburban stations",89,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Douai,26,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Fort-de-France,24,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Grenoble,28,2008,"2 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,La Rochelle,25,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Le Havre,28,2008,"1 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Le Mans,18,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Lens - Liévin,28,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",85,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Lille,29,2008,"3 urban background, 2 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Limoges,18,2008,"1 urban background, 2 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Lorient,20,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Lyon,33,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 1 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Marseille,31,2008,"2 urban background, 2 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Maubeuge,27,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Metz,19,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Montbeliard,30,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Montpellier,23,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",85,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Mulhouse,25,2008,"1 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Nancy,21,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Nantes,21,2008,"1 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Nice,33,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Nimes,21,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Orléans,24,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Paris,38,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 1 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Pau,21,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",94,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Perpignan,22,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Pointe-a-Pitre,25,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Poitiers,22,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Reims,23,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Rennes,18,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 1 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Rouen,25,2008,"3 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Saint Brieuc,18,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",90,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Saint Denis,22,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",88,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Saint Nazaire,21,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",93,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Saint-Etienne,26,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 1 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Strasbourg,26,2008,"1 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Toulon,31,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Toulouse,20,2008,"0 urban background, 5 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Tours,24,2008,"2 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Troyes,23,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,France,Valenciennes,31,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Aachen,24,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Augsburg,25,2008,"1 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Berlin,26,2008,"4 urban background, 1 suburban background, 5 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Bielefeld,23,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Bonn,24,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Braunschweig,20,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",92,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Bremen,26,2008,"3 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Bremerhaven,18,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Chemnitz,23,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Cottbus,29,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Darmstadt,22,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Dortmund,27,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Dresden,31,2008,"0 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Duisburg,25,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Düsseldorf,29,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Erfurt,25,2008,"0 urban background, 0 suburban background, 3 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Erlangen,20,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Essen,27,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Frankfurt (Oder),27,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Frankfurt am Main,22,2008,"2 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Freiburg im Breisgau,19,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Gelsenkirchen,27,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Gera,24,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Göttingen,21,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Halle an der Saale,23,2008,"0 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Hamburg,23,2008,"6 urban background, 0 suburban background, 3 urban traffic, and 0 traffic suburban stations",95,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Hannover,22,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Ingolstadt,21,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Karlsruhe,21,2008,"0 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Kassel,24,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Kiel,21,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Köln,23,2008,"0 urban background, 2 suburban background, 1 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Krefeld,23,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Leipzig,28,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",96,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Leverkusen,21,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Lübeck,21,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Ludwigshafen am Rhein,21,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Magdeburg,24,2008,"1 urban background, 0 suburban background, 4 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Mainz,21,2008,"2 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Mannheim,22,2008,"2 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Mönchengladbach,23,2008,"0 urban background, 1 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Mülheim a.d.Ruhr,26,2008,"1 urban background, 0 suburban background, 0 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,München,26,2008,"1 urban background, 1 suburban background, 4 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Münster,27,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Nürnberg,23,2008,"0 urban background, 0 suburban background, 3 urban traffic, and 0 traffic suburban stations",98,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Osnabrück,23,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Pforzheim,21,2008,"0 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Potsdam,25,2008,"1 urban background, 0 suburban background, 2 urban traffic, and 0 traffic suburban stations",99,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Regensburg,27,2008,"0 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Reutlingen,28,2008,"1 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Rostock,19,2008,"1 urban background, 1 suburban background, 2 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Saarbrücken,21,2008,"2 urban background, 0 suburban background, 1 urban traffic, and 0 traffic suburban stations",97,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
EurHI,Germany,Solingen,20,2008,"0 urban background, 1 suburban background, 0 urban traffic, and 0 traffic suburban stations",100,"European Environment Agency. AirBase: public air quality database - Air pollution. Available from: http://www.eea.europa.eu/themes/air/airbase, accessed 2 May 2011.",,,,,,,,,,,,,,,,,,
