Region,Country,City,mean_PM10,Year,Number and location,Temporal coverage,Reference,,,,,,,,,,,,,,,,,,
,,,ug/m3,, of stations,(%),,,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Fresno, CA",35,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Gadsden, AL",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Gainesville, FL",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Gainesville, GA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Gary, IN",22,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Gillette, WY",9,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Grand Island, NE",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Grand Junction, CO",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Grand Rapids-Wyoming, MI",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Grants Pass, OR",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Great Falls, MT",9,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Greeley, CO /1",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Green Bay, WI",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Greensboro-High Point, NC",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Greenville, NC",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Greenville-Mauldin-Easley, SC",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Grenada, MS",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Gulfport-Biloxi, MS",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hagerstown-Martinsburg, MD-WV",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hammond, LA",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hanford-Corcoran, CA",26,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Harriman, TN",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Harrisburg-Carlisle, PA",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Harrisonburg, VA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hartford-West Hartford-East Hartford, CT",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hattiesburg, MS",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Helena-West Helena, AR",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hickory-Lenoir-Morganton, NC",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hilo, HI",27,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Holland-Grand Haven, MI",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Homosassa Springs, FL",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Honolulu, HI",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Hot Springs, AR",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Houma-Bayou Cane-Thibodaux, LA",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Houston-Sugar Land-Baytown, TX",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Huntington-Ashland, WV-KY-OH",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Huntsville, AL",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Indianapolis-Carmel, IN",22,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Iowa City, IA",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Jackson, MS",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Jackson, TN",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Jackson, WY-ID",8,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Jacksonville, FL",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Jamestown-Dunkirk-Fredonia, NY",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Johnstown, PA",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kahului-Wailuku, HI",7,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kalamazoo-Portage, MI",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kalispell, MT",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kansas City, MO-KS",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Keene, NH",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kingsport-Bristol-Bristol, TN-VA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kinston, NC",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Klamath Falls, OR",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Knoxville, TN",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Kokomo, IN",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"La Crosse, WI-MN",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"La Grande, OR",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Laconia, NH",10,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lafayette, IN",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lafayette, LA",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lake Charles, LA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lake County-Kenosha County, IL-WI",22,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lakeland-Winter Haven, FL",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lancaster, PA",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lansing-East Lansing, MI",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Las Cruces, NM",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Las Vegas-Paradise, NV",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Laurel, MS",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lawrenceburg, TN",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lebanon, NH-VT",11,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lewiston-Auburn, ME",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lexington-Fayette, KY",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lincoln, NE",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Little Rock-North Little Rock-Conway, AR",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Logan, UT-ID",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Los Angeles-Long Beach-Glendale, CA",25,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Los Angeles-Long Beach-Santa Ana, CA",25,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Louisville/Jefferson County, KY-IN",22,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lubbock, TX",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lumberton, NC",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Lynchburg, VA",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Macon, GA",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Madison, WI",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Manchester-Nashua, NH",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Manitowoc, WI",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Marshall, TX",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"McAlester, OK",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"McAllen-Edinburg-Mission, TX",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Medford, OR",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Memphis, TN-MS-AR",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Merced, CA",23,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Meridian, MS",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Miami, OK",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Miami-Fort Lauderdale-Pompano Beach, FL",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Miami-Miami Beach-Kendall, FL",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Michigan City-La Porte, IN",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Middlesborough, KY",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Milwaukee-Waukesha-West Allis, WI",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Minneapolis-St. Paul-Bloomington, MN-WI",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Missoula, MT",13,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Mobile, AL",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Modesto, CA",27,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Monroe, LA",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Monroe, MI",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Morgantown, WV",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Mount Vernon, IL",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Muncie, IN",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Muscatine, IA",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Muskegon-Norton Shores, MI",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Muskogee, OK",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Nashville-Davidson--Murfreesboro--Franklin, TN",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Nassau-Suffolk, NY",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Natchez, MS-LA",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"New Castle, IN",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"New Haven-Milford, CT",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"New Orleans-Metairie-Kenner, LA",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"New York-Northern New Jersey-Long Island, NY-NJ-PA",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"New York-White Plains-Wayne, NY-NJ",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Newark-Union, NJ-PA",21,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Niles-Benton Harbor, MI",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Nogales, AZ",22,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Norwich-New London, CT",14,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Oakland-Fremont-Hayward, CA",15,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Odessa, TX",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Ogden-Clearfield, UT",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Oklahoma City, OK",16,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Omaha-Council Bluffs, NE-IA",17,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Orlando-Kissimmee, FL",12,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Owensboro, KY",20,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Oxnard-Thousand Oaks-Ventura, CA",18,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
AmrHI,United States of America,"Paducah, KY-IL",19,2009,NA,NA,"USEPA. Air quality trends by city, 2009. http://www.epa.gov/airtrends/factbook.html (accessed 12 May 2011)",,,,,,,,,,,,,,,,,,
